,word_from,lemma,pos
4533,Гезиода,гезиод,"S,муж,неод=род,ед"
4534,Аскреи,аскрея,"S,ед,жен,неод=род"
4535,колыбели,колыбель,"S,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн)"
4536,пиита,пиит,"S,муж,од=(вин,ед|род,ед)"
4537,рядом,рядом,ADV=
4538,одеждах,одежда,"S,жен,неод=пр,мн"
4539,старцы,старец,"S,муж,од=им,мн"
4540,глубоком,глубокий,"A=(пр,ед,полн,муж|пр,ед,полн,сред)"
4541,полукруге,полукруг,"S,муж,неод=пр,ед"
4542,рощи,роща,"S,жен,неод=(вин,мн|род,ед|им,мн)"
4543,скромный,скромный,"A=(вин,ед,полн,муж,неод|им,ед,полн,муж)"
4544,пиита,пиит,"S,муж,од=(вин,ед|род,ед)"
4545,звуке,звук,"S,муж,неод=пр,ед"
4546,гласистый,гласистый,"A=(вин,ед,полн,муж,неод|им,ед,полн,муж)"
4547,святая,святой,"A=им,ед,полн,жен"
4548,Пиита,пиит,"S,муж,од=(вин,ед|род,ед)"
4549,детстве,детство,"S,сред,неод=пр,ед"
4550,любимцы,любимец,"S,муж,од=им,мн"
4551,веки,веко,"S,сред,неод=(вин,мн|им,мн)"
4552,утробе,утроба,"S,жен,неод=(пр,ед|дат,ед)"
4553,Гезиода,гезиод,"S,муж,неод=род,ед"
4554,Аскрее,аскрый,A=срав
4555,наши,наш,"APRO=(им,мн|вин,мн,неод)"
4556,убежденны,убежденный,"A=мн,кр"
4557,земледелье,земледелие,"S,сред,неод=(пр,ед|вин,ед|им,ед)"
4558,садили,садить,"V,несов,пе=прош,мн,изъяв"
4559,однообразну,однообразна,"S,жен,неод=вин,ед"
4560,исскуством,исскуство,"S,сред=(твор,ед,од|твор,ед,неод)"
4561,лучшим,хороший,"A=(дат,мн,полн,прев|твор,ед,полн,прев,муж|твор,ед,полн,прев,сред)"
4562,даром,даром,ADV=
4563,могилы,могила,"S,жен,неод=(вин,мн|род,ед|им,мн)"
4564,насажденны,насажденный,"A=мн,кр"
4565,рошей,рош,"S,муж,неод=род,мн"
4566,потомства,потомство,"S,сред,неод=(вин,мн|род,ед|им,мн)"
4567,святая,святой,"A=им,ед,полн,жен"
4568,Пиита,пиит,"S,муж,од=(вин,ед|род,ед)"
4569,детстве,детство,"S,сред,неод=пр,ед"
4570,любимцы,любимец,"S,муж,од=им,мн"
4571,постепенно,постепенно,ADV=
4572,приближаясь,приближаться,"V,нп=непрош,деепр,несов"
4573,изобразили,изображать,"V=прош,мн,изъяв,сов"
4574,полкружье,полкружие,"S,сред,неод=(пр,ед|вин,ед|им,ед)"
4575,девы,дева,"S,жен,од=(род,ед|им,мн)"
4576,жертвы,жертва,"S,жен,неод=(вин,мн|род,ед|им,мн)"
4577,тихо,тихо,ADV=
4578,простому,простой,"A=(дат,ед,полн,муж|дат,ед,полн,сред)"
4579,свею,свевать,"V,пе=непрош,ед,изъяв,1-л,сов"
4580,подходят,подходить,"V,нп=непрош,мн,изъяв,3-л,несов"
4581,ставят,ставить,"V,несов,пе=непрош,мн,изъяв,3-л"
4582,красивых,красивый,"A=(пр,мн,полн|вин,мн,полн,од|род,мн,полн)"
4583,сосудах,сосуд,"S,муж,неод=пр,мн"
4584,груши,груша,"S,жен,неод=(вин,мн|род,ед|им,мн)"
4585,винограда,виноград,"S,муж,неод=род,ед"
4586,соты,соты,"S,мн,неод=(вин|им)"
4587,воспевают,воспевать,"V,пе=непрош,мн,изъяв,3-л,несов"
4588,свирелей,свирель,"S,жен,неод=род,мн"
4589,творитель,творитель,"S,муж,од=им,ед"
4590,блага,благо,"S,сред,неод=(вин,мн|род,ед|им,мн)"
4591,наших,наш,"APRO=(пр,мн|род,мн|вин,мн,од)"
4592,жертвы,жертва,"S,жен,неод=(вин,мн|род,ед|им,мн)"
4593,примером,пример,"S,муж,неод=твор,ед"
4594,тогдашних,тогдашний,"A=(пр,мн,полн|вин,мн,полн,од|род,мн,полн)"
4595,потомки,потомок,"S,муж,од=им,мн"
4596,благословляя,благословлять,"V,пе=непрош,деепр,несов"
4597,богу,бог,"S,муж,од=дат,ед"
4598,ежегодно,ежегодно,ADV=
4599,бессмертны,бессмертный,"A=мн,кр"
4600,раздражатся,раздражаться,"V,нп=непрош,мн,изъяв,3-л,сов"
4601,жизни,жизнь,"S,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн)"
4602,смертных,смертный,"S,муж,од=(пр,мн|вин,мн|род,мн)"
4603,видеть,видеть,"V,несов,пе=инф"
4604,знаки,знак,"S,муж,неод=(вин,мн|им,мн)"
4605,жилище,жилище,"S,сред,неод=(пр,ед|вин,ед|им,ед)"
4606,переселившись,переселяться,"V,нп=прош,деепр,сов"
4607,Цереры,церер,"S,муж,неод=(вин,мн|им,мн)"
4608,гласистых,гласистый,"A=(пр,мн,полн|вин,мн,полн,од|род,мн,полн)"
4609,кончив,кончать,"V,пе=прош,деепр,сов"
4610,возвратились,возвращаться,"V,нп=прош,мн,изъяв,сов"
4611,выносят,выносить,"V,несов,пе=непрош,мн,изъяв,3-л"
4612,храма,храм,"S,муж,неод=род,ед"
4613,треножник,треножник,"S,муж,неод=(вин,ед|им,ед)"
4614,Халкисе,халкис,"S,имя,муж,од=пр,ед"
4615,Гезиоду,гезиод,"S,муж,неод=дат,ед"
4616,преданью,предание,"S,сред,неод=дат,ед"
4617,Омира,омир,"S,муж,неод=род,ед"
4618,великолепных,великолепный,"A=(пр,мн,полн|вин,мн,полн,од|род,мн,полн)"
4619,награду,награда,"S,жен,неод=вин,ед"
4620,всеобщим,всеобщий,"A=(дат,мн,полн|твор,ед,полн,муж|твор,ед,полн,сред)"
4621,ложны,ложный,"A=мн,кр"
4622,Омиром,омир,"S,муж,неод=твор,ед"
4623,состязанье,состязание,"S,сред,неод=(пр,ед|вин,ед|им,ед)"
4624,Халкидским,халкидский,"A=(дат,мн,полн|твор,ед,полн,муж|твор,ед,полн,сред)"
4625,вожатым,вожатый,"S,муж,од=(дат,мн|твор,ед)"
4626,зренья,зрение,"S,сред,неод=(вин,мн|род,ед|им,мн)"
4627,явился,являться,"V,нп=прош,ед,изъяв,муж,сов"
4628,мгновенье,мгновение,"S,сред,неод=(пр,ед|вин,ед|им,ед)"
4629,отступили,отступать,"V,нп=прош,мн,изъяв,сов"
4630,охотно,охотно,ADV=
4631,примеру,пример,"S,муж,неод=дат,ед"
4632,Аскрейский,аскрейский,"S,муж,неод=(вин,ед|им,ед)"
4633,услышал,услышать,"V,сов,пе=прош,ед,изъяв,муж"
4634,младого,младой,"A=(вин,ед,полн,муж,од|род,ед,полн,муж|род,ед,полн,сред)"
4635,явленьи,явление,"S,сред,неод=пр,ед"
4636,опустело,опустеть,"V,сов,нп=прош,ед,изъяв,сред"
4637,играх,игра,"S,жен,неод=пр,мн"
4638,великодушный,великодушный,"A=(вин,ед,полн,муж,неод|им,ед,полн,муж)"
4639,нашим,наш,"APRO=(дат,мн|твор,ед,муж|твор,ед,сред)"
4640,докучным,докучный,"A=(дат,мн,полн|твор,ед,полн,муж|твор,ед,полн,сред)"
4641,веселью,веселие,"S,сред,неод=дат,ед"
4642,сонме,сонм,"S,муж,неод=пр,ед"
4643,боренье,борение,"S,сред,неод=(пр,ед|вин,ед|им,ед)"
4644,песнопений,песнопение,"S,сред,неод=род,мн"
4645,всеми,все,"SPRO,мн=твор"
4646,певцами,певец,"S,муж,од=твор,мн"
4647,победу,победа,"S,жен,неод=вин,ед"
4648,награжденье,награждение,"S,сред,неод=(пр,ед|вин,ед|им,ед)"
4649,золотую,золотой,"A=вин,ед,полн,жен"
4650,треножник,треножник,"S,муж,неод=(вин,ед|им,ед)"
4651,старцу,старец,"S,муж,од=дат,ед"
4652,почтеньем,почтение,"S,сред,неод=твор,ед"
4653,просит,просить,"V,несов,пе=непрош,ед,изъяв,3-л"
4654,чашу,чаша,"S,жен,неод=вин,ед"
4655,собранья,собрание,"S,сред,неод=(вин,мн|род,ед|им,мн)"
4656,улыбка,улыбка,"S,жен,неод=им,ед"
4657,важность,важность,"S,жен,неод=(вин,ед|им,ед)"
4658,заменила,заменять,"V,пе=прош,ед,изъяв,жен,сов"
4659,полкруга,полкруга,"S,мн,неод=(вин|им)"
4660,треножник,треножник,"S,муж,неод=(вин,ед|им,ед)"
4661,восклицанье,восклицание,"S,сред,неод=(пр,ед|вин,ед|им,ед)"
4662,Коринна,коринна,"S,имя,жен,од=им,ед"
4663,краснея,краснеть,"V,несов,нп=непрош,деепр"
4664,лиру,лира,"S,жен,неод=вин,ед"
4665,храма,храм,"S,муж,неод=род,ед"
4666,выходит,выходить,"V,нп=непрош,ед,изъяв,3-л,несов"
4667,ваятель,ваятель,"S,муж,од=им,ед"
4668,превосходным,превосходный,"A=(дат,мн,полн|твор,ед,полн,муж|твор,ед,полн,сред)"
4669,Гезиода,гезиод,"S,муж,неод=род,ед"
4670,нисшедших,низойти,"V,сов,нп=(прош,пр,мн,прич,полн,действ|прош,род,мн,прич,полн,действ|прош,вин,мн,прич,полн,действ,од)"
4671,треножник,треножник,"S,муж,неод=(вин,ед|им,ед)"
4672,предыграньем,предыгранье,"S,ед,сред,неод=твор"
4673,пленяет,пленять,"V,пе=непрош,ед,изъяв,3-л,несов"
4674,пенье,пение,"S,сред,неод=(пр,ед|вин,ед|им,ед)"
4675,море,море,"S,сред,неод=(пр,ед|вин,ед|им,ед)"
4676,вздымалась,вздыматься,"V,несов,нп=прош,ед,изъяв,жен"
4677,облак,облак,"S,муж,неод=(вин,ед|им,ед)"
4678,суровом,суровый,"A=(пр,ед,полн,муж|пр,ед,полн,сред)"
4679,подошвы,подошва,"S,жен,неод=(вин,мн|род,ед|им,мн)"
4680,болота,болото,"S,сред,неод=(вин,мн|род,ед|им,мн)"
4681,бесплодны,бесплодный,"A=мн,кр"
4682,непроходимый,непроходимый,"A=(вин,ед,полн,муж,неод|им,ед,полн,муж)"
